"Taxa","Sample","Relative_abundance","Tissue","Timepoint","BP"
"Lachnospiraceae_NK4A136_group","CC-13",0,"Feces","recovery","Yes"
"Lachnospiraceae_NK4A136_group","CC-14",0,"Feces","recovery","Yes"
"Lachnospiraceae_NK4A136_group","CC-15",0,"Feces","recovery","Yes"
"Lachnospiraceae_NK4A136_group","CC-16",0,"MLN","24h","Yes"
"Lachnospiraceae_NK4A136_group","CC-17",0,"MLN","baseline","No"
"Lachnospiraceae_NK4A136_group","CC-18",0,"Spleen","24h","Yes"
"Lachnospiraceae_NK4A136_group","CC-19",0,"MLN","recovery","Yes"
"Lachnospiraceae_NK4A136_group","CC-20",0,"Spleen","recovery","Yes"
"Lachnospiraceae_UCG-004","CC-1",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-004","CC-2",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-004","CC-3",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-004","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-004","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-004","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-004","CC-7",0,"Feces","48h","Yes"
"Lachnospiraceae_UCG-004","CC-8",0,"Feces","48h","Yes"
"Lachnospiraceae_UCG-004","CC-9",0.000387822,"Feces","48h","Yes"
"Lachnospiraceae_UCG-004","CC-10",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-004","CC-11",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-004","CC-12",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-004","CC-13",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-004","CC-14",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-004","CC-15",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-004","CC-16",0,"MLN","24h","Yes"
"Lachnospiraceae_UCG-004","CC-17",0,"MLN","baseline","No"
"Lachnospiraceae_UCG-004","CC-18",0,"Spleen","24h","Yes"
"Lachnospiraceae_UCG-004","CC-19",0,"MLN","recovery","Yes"
"Lachnospiraceae_UCG-004","CC-20",0,"Spleen","recovery","Yes"
"Lachnospiraceae_UCG-008","CC-1",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-008","CC-2",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-008","CC-3",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-008","CC-4",0.000311643,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-008","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-008","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-008","CC-7",0,"Feces","48h","Yes"
"Lachnospiraceae_UCG-008","CC-8",0,"Feces","48h","Yes"
"Lachnospiraceae_UCG-008","CC-9",0.000452459,"Feces","48h","Yes"
"Lachnospiraceae_UCG-008","CC-10",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-008","CC-11",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-008","CC-12",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-008","CC-13",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-008","CC-14",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-008","CC-15",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-008","CC-16",0,"MLN","24h","Yes"
"Lachnospiraceae_UCG-008","CC-17",0,"MLN","baseline","No"
"Lachnospiraceae_UCG-008","CC-18",0,"Spleen","24h","Yes"
"Lachnospiraceae_UCG-008","CC-19",0,"MLN","recovery","Yes"
"Lachnospiraceae_UCG-008","CC-20",0,"Spleen","recovery","Yes"
"Lachnospiraceae_UCG-010","CC-1",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-010","CC-2",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-010","CC-3",0,"Feces","baseline","No"
"Lachnospiraceae_UCG-010","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-010","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-010","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Lachnospiraceae_UCG-010","CC-7",0,"Feces","48h","Yes"
"Lachnospiraceae_UCG-010","CC-8",0.000308833,"Feces","48h","Yes"
"Lachnospiraceae_UCG-010","CC-9",0,"Feces","48h","Yes"
"Lachnospiraceae_UCG-010","CC-10",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-010","CC-11",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-010","CC-12",0,"Feces","60h","Yes"
"Lachnospiraceae_UCG-010","CC-13",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-010","CC-14",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-010","CC-15",0,"Feces","recovery","Yes"
"Lachnospiraceae_UCG-010","CC-16",0,"MLN","24h","Yes"
"Lachnospiraceae_UCG-010","CC-17",0,"MLN","baseline","No"
"Lachnospiraceae_UCG-010","CC-18",0,"Spleen","24h","Yes"
"Lachnospiraceae_UCG-010","CC-19",0,"MLN","recovery","Yes"
"Lachnospiraceae_UCG-010","CC-20",0,"Spleen","recovery","Yes"
"Lactonifactor","CC-1",0.000789266,"Feces","baseline","No"
"Lactonifactor","CC-2",0.002962232,"Feces","baseline","No"
"Lactonifactor","CC-3",0.000517132,"Feces","baseline","No"
"Lactonifactor","CC-4",0.000747943,"Feces","osmotic_diarrhea","Yes"
"Lactonifactor","CC-5",0.001343685,"Feces","osmotic_diarrhea","Yes"
"Lactonifactor","CC-6",0.000585061,"Feces","osmotic_diarrhea","Yes"
"Lactonifactor","CC-7",0.00181318,"Feces","48h","Yes"
"Lactonifactor","CC-8",0.001080914,"Feces","48h","Yes"
"Lactonifactor","CC-9",0.000646371,"Feces","48h","Yes"
"Lactonifactor","CC-10",0.001241003,"Feces","60h","Yes"
"Lactonifactor","CC-11",0,"Feces","60h","Yes"
"Lactonifactor","CC-12",0.001309329,"Feces","60h","Yes"
"Lactonifactor","CC-13",0.000711997,"Feces","recovery","Yes"
"Lactonifactor","CC-14",0.001123438,"Feces","recovery","Yes"
"Lactonifactor","CC-15",0.000739973,"Feces","recovery","Yes"
"Lactonifactor","CC-16",0,"MLN","24h","Yes"
"Lactonifactor","CC-17",0,"MLN","baseline","No"
"Lactonifactor","CC-18",0,"Spleen","24h","Yes"
"Lactonifactor","CC-19",0,"MLN","recovery","Yes"
"Lactonifactor","CC-20",0,"Spleen","recovery","Yes"
"Roseburia","CC-1",0,"Feces","baseline","No"
"Roseburia","CC-2",0,"Feces","baseline","No"
"Roseburia","CC-3",0.007990525,"Feces","baseline","No"
"Roseburia","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Roseburia","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Roseburia","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Roseburia","CC-7",0,"Feces","48h","Yes"
"Roseburia","CC-8",0,"Feces","48h","Yes"
"Roseburia","CC-9",0,"Feces","48h","Yes"
"Roseburia","CC-10",0,"Feces","60h","Yes"
"Roseburia","CC-11",0,"Feces","60h","Yes"
"Roseburia","CC-12",0,"Feces","60h","Yes"
"Roseburia","CC-13",0,"Feces","recovery","Yes"
"Roseburia","CC-14",0,"Feces","recovery","Yes"
"Roseburia","CC-15",0,"Feces","recovery","Yes"
"Roseburia","CC-16",0,"MLN","24h","Yes"
"Roseburia","CC-17",0,"MLN","baseline","No"
"Roseburia","CC-18",0,"Spleen","24h","Yes"
"Roseburia","CC-19",0,"MLN","recovery","Yes"
"Roseburia","CC-20",0,"Spleen","recovery","Yes"
"Sellimonas","CC-1",0.001578532,"Feces","baseline","No"
"Sellimonas","CC-2",0,"Feces","baseline","No"
"Sellimonas","CC-3",0.00864111,"Feces","baseline","No"
"Sellimonas","CC-4",0.005921217,"Feces","osmotic_diarrhea","Yes"
"Sellimonas","CC-5",0.000746491,"Feces","osmotic_diarrhea","Yes"
"Sellimonas","CC-6",0.000910096,"Feces","osmotic_diarrhea","Yes"
"Sellimonas","CC-7",0.003501313,"Feces","48h","Yes"
"Sellimonas","CC-8",0.010140004,"Feces","48h","Yes"
"Sellimonas","CC-9",0.004330683,"Feces","48h","Yes"
"Sellimonas","CC-10",0.001985604,"Feces","60h","Yes"
"Sellimonas","CC-11",0.00744806,"Feces","60h","Yes"
"Sellimonas","CC-12",0.003666121,"Feces","60h","Yes"
"Sellimonas","CC-13",0.001495194,"Feces","recovery","Yes"
"Sellimonas","CC-14",0.003440528,"Feces","recovery","Yes"
"Sellimonas","CC-15",0.003699867,"Feces","recovery","Yes"
"Sellimonas","CC-16",0,"MLN","24h","Yes"
"Sellimonas","CC-17",0,"MLN","baseline","No"
"Sellimonas","CC-18",0,"Spleen","24h","Yes"
"Sellimonas","CC-19",0,"MLN","recovery","Yes"
"Sellimonas","CC-20",0,"Spleen","recovery","Yes"
"Tyzzerella","CC-1",0.006098874,"Feces","baseline","No"
"Tyzzerella","CC-2",0.005842179,"Feces","baseline","No"
"Tyzzerella","CC-3",0.008958062,"Feces","baseline","No"
"Tyzzerella","CC-4",0.017514336,"Feces","osmotic_diarrhea","Yes"
"Tyzzerella","CC-5",0.012167811,"Feces","osmotic_diarrhea","Yes"
"Tyzzerella","CC-6",0.015016577,"Feces","osmotic_diarrhea","Yes"
"Tyzzerella","CC-7",0.005251969,"Feces","48h","Yes"
"Tyzzerella","CC-8",0.010809141,"Feces","48h","Yes"
"Tyzzerella","CC-9",0.009437011,"Feces","48h","Yes"
"Tyzzerella","CC-10",0.00752875,"Feces","60h","Yes"
"Tyzzerella","CC-11",0.009721678,"Feces","60h","Yes"
"Tyzzerella","CC-12",0.008052373,"Feces","60h","Yes"
"Tyzzerella","CC-13",0.004414382,"Feces","recovery","Yes"
"Tyzzerella","CC-14",0.008987502,"Feces","recovery","Yes"
"Tyzzerella","CC-15",0.007695723,"Feces","recovery","Yes"
"Tyzzerella","CC-16",0.037323334,"MLN","24h","Yes"
"Tyzzerella","CC-17",0,"MLN","baseline","No"
"Tyzzerella","CC-18",0,"Spleen","24h","Yes"
"Tyzzerella","CC-19",0,"MLN","recovery","Yes"
"Tyzzerella","CC-20",0,"Spleen","recovery","Yes"
"[Eubacterium]_fissicatena_group","CC-1",0,"Feces","baseline","No"
"[Eubacterium]_fissicatena_group","CC-2",0,"Feces","baseline","No"
"[Eubacterium]_fissicatena_group","CC-3",0.000250225,"Feces","baseline","No"
"[Eubacterium]_fissicatena_group","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_fissicatena_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_fissicatena_group","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_fissicatena_group","CC-7",0,"Feces","48h","Yes"
"[Eubacterium]_fissicatena_group","CC-8",0,"Feces","48h","Yes"
"[Eubacterium]_fissicatena_group","CC-9",0,"Feces","48h","Yes"
"[Eubacterium]_fissicatena_group","CC-10",0,"Feces","60h","Yes"
"[Eubacterium]_fissicatena_group","CC-11",0,"Feces","60h","Yes"
"[Eubacterium]_fissicatena_group","CC-12",0.000458265,"Feces","60h","Yes"
"[Eubacterium]_fissicatena_group","CC-13",0,"Feces","recovery","Yes"
"[Eubacterium]_fissicatena_group","CC-14",0,"Feces","recovery","Yes"
"[Eubacterium]_fissicatena_group","CC-15",0,"Feces","recovery","Yes"
"[Eubacterium]_fissicatena_group","CC-16",0,"MLN","24h","Yes"
"[Eubacterium]_fissicatena_group","CC-17",0,"MLN","baseline","No"
"[Eubacterium]_fissicatena_group","CC-18",0,"Spleen","24h","Yes"
"[Eubacterium]_fissicatena_group","CC-19",0,"MLN","recovery","Yes"
"[Eubacterium]_fissicatena_group","CC-20",0,"Spleen","recovery","Yes"
"[Eubacterium]_oxidoreducens_group","CC-1",0,"Feces","baseline","No"
"[Eubacterium]_oxidoreducens_group","CC-2",0,"Feces","baseline","No"
"[Eubacterium]_oxidoreducens_group","CC-3",0,"Feces","baseline","No"
"[Eubacterium]_oxidoreducens_group","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_oxidoreducens_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_oxidoreducens_group","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_oxidoreducens_group","CC-7",0,"Feces","48h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-8",0,"Feces","48h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-9",0.000193911,"Feces","48h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-10",0,"Feces","60h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-11",0,"Feces","60h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-12",0,"Feces","60h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-13",0,"Feces","recovery","Yes"
"[Eubacterium]_oxidoreducens_group","CC-14",0,"Feces","recovery","Yes"
"[Eubacterium]_oxidoreducens_group","CC-15",0,"Feces","recovery","Yes"
"[Eubacterium]_oxidoreducens_group","CC-16",0,"MLN","24h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-17",0,"MLN","baseline","No"
"[Eubacterium]_oxidoreducens_group","CC-18",0,"Spleen","24h","Yes"
"[Eubacterium]_oxidoreducens_group","CC-19",0,"MLN","recovery","Yes"
"[Eubacterium]_oxidoreducens_group","CC-20",0,"Spleen","recovery","Yes"
"[Ruminococcus]_gauvreauii_group","CC-1",0,"Feces","baseline","No"
"[Ruminococcus]_gauvreauii_group","CC-2",0,"Feces","baseline","No"
"[Ruminococcus]_gauvreauii_group","CC-3",0.004754279,"Feces","baseline","No"
"[Ruminococcus]_gauvreauii_group","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_gauvreauii_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_gauvreauii_group","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_gauvreauii_group","CC-7",0,"Feces","48h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-8",0,"Feces","48h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-9",0,"Feces","48h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-10",0,"Feces","60h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-11",0,"Feces","60h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-12",0,"Feces","60h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-13",0,"Feces","recovery","Yes"
"[Ruminococcus]_gauvreauii_group","CC-14",0,"Feces","recovery","Yes"
"[Ruminococcus]_gauvreauii_group","CC-15",0,"Feces","recovery","Yes"
"[Ruminococcus]_gauvreauii_group","CC-16",0,"MLN","24h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-17",0,"MLN","baseline","No"
"[Ruminococcus]_gauvreauii_group","CC-18",0,"Spleen","24h","Yes"
"[Ruminococcus]_gauvreauii_group","CC-19",0,"MLN","recovery","Yes"
"[Ruminococcus]_gauvreauii_group","CC-20",0,"Spleen","recovery","Yes"
"[Ruminococcus]_gnavus_group","CC-1",0,"Feces","baseline","No"
"[Ruminococcus]_gnavus_group","CC-2",0.001974821,"Feces","baseline","No"
"[Ruminococcus]_gnavus_group","CC-3",0.000283589,"Feces","baseline","No"
"[Ruminococcus]_gnavus_group","CC-4",0.002742458,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_gnavus_group","CC-5",0.001194386,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_gnavus_group","CC-6",0.002275239,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_gnavus_group","CC-7",0.002188321,"Feces","48h","Yes"
"[Ruminococcus]_gnavus_group","CC-8",0.002007412,"Feces","48h","Yes"
"[Ruminococcus]_gnavus_group","CC-9",0.000969556,"Feces","48h","Yes"
"[Ruminococcus]_gnavus_group","CC-10",0.00165467,"Feces","60h","Yes"
"[Ruminococcus]_gnavus_group","CC-11",0.002195218,"Feces","60h","Yes"
"[Ruminococcus]_gnavus_group","CC-12",0.001047463,"Feces","60h","Yes"
"[Ruminococcus]_gnavus_group","CC-13",0.001352795,"Feces","recovery","Yes"
"[Ruminococcus]_gnavus_group","CC-14",0.002176661,"Feces","recovery","Yes"
"[Ruminococcus]_gnavus_group","CC-15",0.001035963,"Feces","recovery","Yes"
"[Ruminococcus]_gnavus_group","CC-16",0,"MLN","24h","Yes"
"[Ruminococcus]_gnavus_group","CC-17",0,"MLN","baseline","No"
"[Ruminococcus]_gnavus_group","CC-18",0,"Spleen","24h","Yes"
"[Ruminococcus]_gnavus_group","CC-19",0,"MLN","recovery","Yes"
"[Ruminococcus]_gnavus_group","CC-20",0,"Spleen","recovery","Yes"
"[Ruminococcus]_torques_group","CC-1",0,"Feces","baseline","No"
"[Ruminococcus]_torques_group","CC-2",0.006171316,"Feces","baseline","No"
"[Ruminococcus]_torques_group","CC-3",0.000850766,"Feces","baseline","No"
"[Ruminococcus]_torques_group","CC-4",0.006482174,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_torques_group","CC-5",0.007166318,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_torques_group","CC-6",0.008775921,"Feces","osmotic_diarrhea","Yes"
"[Ruminococcus]_torques_group","CC-7",0.000625234,"Feces","48h","Yes"
"[Ruminococcus]_torques_group","CC-8",0.009264978,"Feces","48h","Yes"
"[Ruminococcus]_torques_group","CC-9",0.025919462,"Feces","48h","Yes"
"[Ruminococcus]_torques_group","CC-10",0.001571937,"Feces","60h","Yes"
"[Ruminococcus]_torques_group","CC-11",0.007918463,"Feces","60h","Yes"
"[Ruminococcus]_torques_group","CC-12",0.013617021,"Feces","60h","Yes"
"[Ruminococcus]_torques_group","CC-13",0.002135991,"Feces","recovery","Yes"
"[Ruminococcus]_torques_group","CC-14",0.003651173,"Feces","recovery","Yes"
"[Ruminococcus]_torques_group","CC-15",0.004143851,"Feces","recovery","Yes"
"[Ruminococcus]_torques_group","CC-16",0,"MLN","24h","Yes"
"[Ruminococcus]_torques_group","CC-17",0,"MLN","baseline","No"
"[Ruminococcus]_torques_group","CC-18",0,"Spleen","24h","Yes"
"[Ruminococcus]_torques_group","CC-19",0,"MLN","recovery","Yes"
"[Ruminococcus]_torques_group","CC-20",0,"Spleen","recovery","Yes"
"uncultured","CC-1",0.001650283,"Feces","baseline","No"
"uncultured","CC-2",0.001481116,"Feces","baseline","No"
"uncultured","CC-3",0.001134354,"Feces","baseline","No"
"uncultured","CC-4",0.001932186,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-5",0.002314124,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-6",0.005070532,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-7",0.001187945,"Feces","48h","Yes"
"uncultured","CC-8",0.000463249,"Feces","48h","Yes"
"uncultured","CC-9",0.003490401,"Feces","48h","Yes"
"uncultured","CC-10",0.001737404,"Feces","60h","Yes"
"uncultured","CC-11",0.001019208,"Feces","60h","Yes"
"uncultured","CC-12",0.00111293,"Feces","60h","Yes"
"uncultured","CC-13",0.000783197,"Feces","recovery","Yes"
"uncultured","CC-14",0.000351074,"Feces","recovery","Yes"
"uncultured","CC-15",0.00110996,"Feces","recovery","Yes"
"uncultured","CC-16",0,"MLN","24h","Yes"
"uncultured","CC-17",0,"MLN","baseline","No"
"uncultured","CC-18",0,"Spleen","24h","Yes"
"uncultured","CC-19",0,"MLN","recovery","Yes"
"uncultured","CC-20",0,"Spleen","recovery","Yes"
"Monoglobus","CC-1",0.002367798,"Feces","baseline","No"
"Monoglobus","CC-2",0,"Feces","baseline","No"
"Monoglobus","CC-3",0.00675608,"Feces","baseline","No"
"Monoglobus","CC-4",0.003864373,"Feces","osmotic_diarrhea","Yes"
"Monoglobus","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Monoglobus","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Monoglobus","CC-7",0.003688883,"Feces","48h","Yes"
"Monoglobus","CC-8",0.001595635,"Feces","48h","Yes"
"Monoglobus","CC-9",0.000323185,"Feces","48h","Yes"
"Monoglobus","CC-10",0.006535948,"Feces","60h","Yes"
"Monoglobus","CC-11",0.006036848,"Feces","60h","Yes"
"Monoglobus","CC-12",0,"Feces","60h","Yes"
"Monoglobus","CC-13",0.002847989,"Feces","recovery","Yes"
"Monoglobus","CC-14",0.006319337,"Feces","recovery","Yes"
"Monoglobus","CC-15",0.006585763,"Feces","recovery","Yes"
"Monoglobus","CC-16",0,"MLN","24h","Yes"
"Monoglobus","CC-17",0,"MLN","baseline","No"
"Monoglobus","CC-18",0,"Spleen","24h","Yes"
"Monoglobus","CC-19",0,"MLN","recovery","Yes"
"Monoglobus","CC-20",0,"Spleen","recovery","Yes"
"unclassified Oscillospirales","CC-1",0,"Feces","baseline","No"
"unclassified Oscillospirales","CC-2",0,"Feces","baseline","No"
"unclassified Oscillospirales","CC-3",0,"Feces","baseline","No"
"unclassified Oscillospirales","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Oscillospirales","CC-5",0.000149298,"Feces","osmotic_diarrhea","Yes"
"unclassified Oscillospirales","CC-6",6.5e-05,"Feces","osmotic_diarrhea","Yes"
"unclassified Oscillospirales","CC-7",0,"Feces","48h","Yes"
"unclassified Oscillospirales","CC-8",0,"Feces","48h","Yes"
"unclassified Oscillospirales","CC-9",6.46e-05,"Feces","48h","Yes"
"unclassified Oscillospirales","CC-10",0,"Feces","60h","Yes"
"unclassified Oscillospirales","CC-11",0,"Feces","60h","Yes"
"unclassified Oscillospirales","CC-12",0,"Feces","60h","Yes"
"unclassified Oscillospirales","CC-13",0,"Feces","recovery","Yes"
"unclassified Oscillospirales","CC-14",7.02e-05,"Feces","recovery","Yes"
"unclassified Oscillospirales","CC-15",0,"Feces","recovery","Yes"
"unclassified Oscillospirales","CC-16",0,"MLN","24h","Yes"
"unclassified Oscillospirales","CC-17",0,"MLN","baseline","No"
"unclassified Oscillospirales","CC-18",0,"Spleen","24h","Yes"
"unclassified Oscillospirales","CC-19",0,"MLN","recovery","Yes"
"unclassified Oscillospirales","CC-20",0,"Spleen","recovery","Yes"
"Butyricicoccus","CC-1",0.004161584,"Feces","baseline","No"
"Butyricicoccus","CC-2",0.004361063,"Feces","baseline","No"
"Butyricicoccus","CC-3",0.01816635,"Feces","baseline","No"
"Butyricicoccus","CC-4",0.021129394,"Feces","osmotic_diarrhea","Yes"
"Butyricicoccus","CC-5",0.0044043,"Feces","osmotic_diarrhea","Yes"
"Butyricicoccus","CC-6",0.006045635,"Feces","osmotic_diarrhea","Yes"
"Butyricicoccus","CC-7",0.008003001,"Feces","48h","Yes"
"Butyricicoccus","CC-8",0.014360716,"Feces","48h","Yes"
"Butyricicoccus","CC-9",0.008208907,"Feces","48h","Yes"
"Butyricicoccus","CC-10",0.01058989,"Feces","60h","Yes"
"Butyricicoccus","CC-11",0.008859271,"Feces","60h","Yes"
"Butyricicoccus","CC-12",0.006153846,"Feces","60h","Yes"
"Butyricicoccus","CC-13",0.01502314,"Feces","recovery","Yes"
"Butyricicoccus","CC-14",0.016430277,"Feces","recovery","Yes"
"Butyricicoccus","CC-15",0.018573331,"Feces","recovery","Yes"
"Butyricicoccus","CC-16",0.000346121,"MLN","24h","Yes"
"Butyricicoccus","CC-17",0,"MLN","baseline","No"
"Butyricicoccus","CC-18",0,"Spleen","24h","Yes"
"Butyricicoccus","CC-19",0,"MLN","recovery","Yes"
"Butyricicoccus","CC-20",0,"Spleen","recovery","Yes"
"UCG-009","CC-1",0.005022602,"Feces","baseline","No"
"UCG-009","CC-2",0.006994158,"Feces","baseline","No"
"UCG-009","CC-3",0.006922897,"Feces","baseline","No"
"UCG-009","CC-4",0.015956121,"Feces","osmotic_diarrhea","Yes"
"UCG-009","CC-5",0.010376232,"Feces","osmotic_diarrhea","Yes"
"UCG-009","CC-6",0.010401092,"Feces","osmotic_diarrhea","Yes"
"UCG-009","CC-7",0.006002251,"Feces","48h","Yes"
"UCG-009","CC-8",0.007617871,"Feces","48h","Yes"
"UCG-009","CC-9",0.00769181,"Feces","48h","Yes"
"UCG-009","CC-10",0.005956813,"Feces","60h","Yes"
"UCG-009","CC-11",0.005252842,"Feces","60h","Yes"
"UCG-009","CC-12",0.006743044,"Feces","60h","Yes"
"UCG-009","CC-13",0.005980776,"Feces","recovery","Yes"
"UCG-009","CC-14",0.006319337,"Feces","recovery","Yes"
"UCG-009","CC-15",0.010433624,"Feces","recovery","Yes"
"UCG-009","CC-16",0,"MLN","24h","Yes"
"UCG-009","CC-17",0,"MLN","baseline","No"
"UCG-009","CC-18",0,"Spleen","24h","Yes"
"UCG-009","CC-19",0,"MLN","recovery","Yes"
"UCG-009","CC-20",0,"Spleen","recovery","Yes"
"Acetanaerobacterium","CC-1",0,"Feces","baseline","No"
"Acetanaerobacterium","CC-2",0.000493705,"Feces","baseline","No"
"Acetanaerobacterium","CC-3",6.67e-05,"Feces","baseline","No"
"Acetanaerobacterium","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Acetanaerobacterium","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Acetanaerobacterium","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Acetanaerobacterium","CC-7",0.000375141,"Feces","48h","Yes"
"Acetanaerobacterium","CC-8",0,"Feces","48h","Yes"
"Acetanaerobacterium","CC-9",0.000129274,"Feces","48h","Yes"
"Acetanaerobacterium","CC-10",0,"Feces","60h","Yes"
"Acetanaerobacterium","CC-11",0,"Feces","60h","Yes"
"Acetanaerobacterium","CC-12",0.000196399,"Feces","60h","Yes"
"Acetanaerobacterium","CC-13",0,"Feces","recovery","Yes"
"Acetanaerobacterium","CC-14",0,"Feces","recovery","Yes"
"Acetanaerobacterium","CC-15",0,"Feces","recovery","Yes"
"Acetanaerobacterium","CC-16",0,"MLN","24h","Yes"
"Acetanaerobacterium","CC-17",0,"MLN","baseline","No"
"Acetanaerobacterium","CC-18",0,"Spleen","24h","Yes"
"Acetanaerobacterium","CC-19",0,"MLN","recovery","Yes"
"Acetanaerobacterium","CC-20",0,"Spleen","recovery","Yes"
"unclassified Oscillospiraceae","CC-1",0,"Feces","baseline","No"
"unclassified Oscillospiraceae","CC-2",0,"Feces","baseline","No"
"unclassified Oscillospiraceae","CC-3",0,"Feces","baseline","No"
"unclassified Oscillospiraceae","CC-4",0.000249314,"Feces","osmotic_diarrhea","Yes"
"unclassified Oscillospiraceae","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Oscillospiraceae","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Oscillospiraceae","CC-7",0.000125047,"Feces","48h","Yes"
"unclassified Oscillospiraceae","CC-8",0,"Feces","48h","Yes"
"unclassified Oscillospiraceae","CC-9",0.000775645,"Feces","48h","Yes"
"unclassified Oscillospiraceae","CC-10",0,"Feces","60h","Yes"
"unclassified Oscillospiraceae","CC-11",0,"Feces","60h","Yes"
"unclassified Oscillospiraceae","CC-12",0,"Feces","60h","Yes"
"unclassified Oscillospiraceae","CC-13",0,"Feces","recovery","Yes"
"unclassified Oscillospiraceae","CC-14",0,"Feces","recovery","Yes"
"unclassified Oscillospiraceae","CC-15",0,"Feces","recovery","Yes"
"unclassified Oscillospiraceae","CC-16",0.00017306,"MLN","24h","Yes"
"unclassified Oscillospiraceae","CC-17",0,"MLN","baseline","No"
"unclassified Oscillospiraceae","CC-18",0,"Spleen","24h","Yes"
"unclassified Oscillospiraceae","CC-19",0,"MLN","recovery","Yes"
